"","nct_id","...1","nlm_download_date_description","study_first_submitted_date","results_first_submitted_date","disposition_first_submitted_date","last_update_submitted_date","study_first_submitted_qc_date","study_first_posted_date","study_first_posted_date_type","results_first_submitted_qc_date","results_first_posted_date","results_first_posted_date_type","disposition_first_submitted_qc_date","disposition_first_posted_date","disposition_first_posted_date_type","last_update_submitted_qc_date","last_update_posted_date","last_update_posted_date_type","start_month_year","start_date_type","start_date","verification_month_year","verification_date","completion_month_year","completion_date_type","completion_date","primary_completion_month_year","primary_completion_date_type","primary_completion_date","target_duration","study_type","acronym","baseline_population","brief_title","official_title","overall_status","last_known_status","phase","enrollment","enrollment_type","source","limitations_and_caveats","number_of_arms","number_of_groups","why_stopped","has_expanded_access","expanded_access_type_individual","expanded_access_type_intermediate","expanded_access_type_treatment","has_dmc","is_fda_regulated_drug","is_fda_regulated_device","is_unapproved_device","is_ppsd","is_us_export","biospec_retention","biospec_description","ipd_time_frame","ipd_access_criteria","ipd_url","plan_to_share_ipd","plan_to_share_ipd_description","created_at","updated_at","Countries_name","reported_race","start_year","countries","id","description","agency_class","funding","phase_2","phase_binary","reported_race_2","reported_race_3","multiple_locations","bi_year","N_total","N_binary","Location_Black_Percent","Nature","Nature_2","Mean_Trips","Mean_Vehicles","Mean_Cost","Mean_Black_highschool","Mean_Black_bachelor","Mean_Computer","Mean_Internet","Mean_insurance","Mean_uninsured","Median_Black_Income","state","body_count","Mean_body_count","Mean_hours_work_Black","Mean_weeks_unemployed_black_2","Median_weeks_unemployed_black_2","Mean_housing_units","Mean_homeowner_rates","Mean_poverty_rates","diverse_index","Mean_Religious","State_politics","N_total_quartile","start_year_quartile","Location_Black_Percent_quartile","Mean_Trips_quartile","Mean_Vehicles_quartile","Mean_Cost_quartile","Mean_Black_highschool_quartile","Mean_Black_bachelor_quartile","Mean_Computer_quartile","Mean_Internet_quartile","Mean_insurance_quartile","Median_Black_Income_quartile","Mean_body_count_quartile","Mean_weeks_unemployed_black_2_quartile","Mean_housing_units_quartile","Mean_homeowner_rates_quartile","Mean_poverty_rates_quartile","Mean_Religious_quartile","Mean_Computer_Overtime","Mean_Internet_Overtime","Mean_Highschool_Overtime","Mean_Bachelor_Overtime","Mean_Employment_Overtime","Mean_Homeownership_Overtime","Mean_Housing_Overtime","Mean_Insurance_Overtime","Mean_MedianIncome_Overtime","Mean_body_Overtime","Mean_Population_Overtime","Mean_Poverty_Overtime","Mean_Transport_Overtime","Mean_Computer_Overtime_quartile","Mean_Internet_Overtime_quartile","Mean_Highschool_Overtime_quartile","Mean_Bachelor_Overtime_quartile","Mean_Employment_Overtime_quartile","Mean_Homeownership_Overtime_quartile","Mean_Housing_Overtime_quartile","Mean_Insurance_Overtime_quartile","Mean_MedianIncome_Overtime_quartile","Mean_body_Overtime_quartile","Mean_Population_Overtime_quartile","Mean_Poverty_Overtime_quartile","Mean_Transport_Overtime_quartile"
"748","NCT01918189",1568,"ClinicalTrials.gov processed this data on June 30, 2020",2013-08-02,2019-09-17,NA,2019-11-01,2013-08-02,2013-08-07,"Estimate",2019-09-17,2019-10-11,"Actual",NA,NA,NA,2019-11-01,2019-11-18,"Actual",2014-07-01,"Actual",2014-07-01,2019-11-01,2019-11-30,2018-12-31,"Actual",2018-12-31,2018-10-31,"Actual",2018-10-31,NA,"Interventional",NA,"59 participants enrolled in the study (i.e., signed informed consent) but 58 completed baseline measures and were included in outcomes analyses.","Internet-based Behavioral Pain Management","Development of an Internet-based Behavioral Pain Management Intervention","Completed",NA,"N/A",59,"Actual","VA Office of Research and Development",NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,"Undecided",NA,2020-07-01 12:02:50,2020-07-01 12:02:50,"United States",1,2014,"North America",4914425,"
      The purpose of the proposed project is to develop and test how well an internet-based
      behavioral pain self-management program, the Pain EASE program, can be used for treating low
      back pain in Veterans. Veterans' experiences with usability and satisfaction with the Pain
      EASE program will also be examined. Behavioral interventions such as exercise and cognitive
      behavior therapy are known to be effective for low back pain but are often not readily
      available or easily accessed. Veterans will be able to access the Pain EASE program via their
      computer with an internet connection, which will increase access to this type of treatment.
      Study participants will receive 10 weeks of access to the Pain EASE program, which will teach
      them pain coping skills to manage their low back pain. The primary outcome is pain-related
      functional interference.
","U.S. Fed","Non-Industry",NA,NA,"1","1","no","After",58,"small",0.1072,"GOVERNMENT","Government",11.3292436232018,1475,22.4784368421053,88.0308410862301,22.9153127921748,92.3056381781412,87.3243851803261,94.1,5.9,49000,"Connecticut","41",41,37.4,38.1,43.2,1524992,64.25,9.9,"0",0.43,"D","1","2","1","1","0","1","2","1","2","2","2","2","0","3","0","1","0","0",88.3766067526777,82.1959300560243,86.774,22.9186,55.2,67.375,1502807,93.1,70161,2,349742,8.6,10.6706250487306,"2","3","2","2","1","2","0","3","3","0","0","0","2"
"749","NCT01921296",1571,"ClinicalTrials.gov processed this data on June 30, 2020",2013-08-08,2014-11-12,NA,2016-03-21,2013-08-08,2013-08-13,"Estimate",2014-11-12,2014-11-19,"Estimate",NA,NA,NA,2016-03-21,2016-04-20,"Estimate",2013-08-01,NA,2013-08-31,2016-03-01,2016-03-31,2015-04-01,"Actual",2015-04-30,2014-05-01,"Actual",2014-05-31,NA,"Interventional",NA,NA,"Pilot Study of Cyclobenzaprine for Treatment of Sleep Disturbance in Aromatase Inhibitor-treated Breast Cancer Patients","UMCC 2013.051: Prospective Pilot Study Evaluating the Use of Cyclobenzaprine for Treatment of Sleep Disturbance, Fatigue, and Musculoskeletal Symptoms in Aromatase Inhibitor-treated Breast Cancer Patients","Terminated",NA,"Phase 2",2,"Actual","University of Michigan Rogel Cancer Center","The study was closed early for futility. The primary endpoint was not analyzed.",1,NA,"Accrual terminated early because of poor accrual",FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 12:02:13,2020-07-01 12:02:13,"United States",0,2013,"North America",4914186,"
      Many women with breast cancer who are treated with aromatase inhibitor medications develop
      difficulty sleeping and fatigue during treatment. Some examples of aromatase inhibitor
      medications include anastrozole (Arimidex), exemestane (Aromasin), and letrozole (Femara).
      Frequently, sleeping pills do not work very well to improve sleep. Cyclobenzaprine (Flexeril)
      is a medication that was originally developed to treat muscle spasms. It may also improve
      sleep in patients with chronic pain disorders, such as fibromyalgia. In this study we are
      testing to see if cyclobenzaprine at bedtime will help improve sleep in women treated with
      aromatase inhibitors.
","Other","Non-Industry","Phase 2","Early Phase","0","0","no","After",2,"small",0.1379,"GOVERNMENT","Government",9.17548122176441,5413,17.7655869230769,86.2290611164362,17.7930302615364,91.2333154178514,84.7538491122234,94.2,5.8,35322,"Michigan","277",277,37.9,23.2,9.1,4629611,73.025,11,"0",0.53,"R","0","2","2","0","1","0","1","0","1","1","2","0","1","1","1","3","1","1",86.1674818732829,74.8164003347388,83.6788,15.6903,47.4,73.85,4546159,89,56567,21,1361251,12.7,8.29877292639095,"1","1","0","0","0","3","2","2","2","2","1","1","1"
"750","NCT01922739",1573,"ClinicalTrials.gov processed this data on June 30, 2020",2013-08-12,2017-02-19,2015-07-29,2017-04-28,2013-08-12,2013-08-14,"Estimate",2017-04-28,2017-06-02,"Actual",2015-07-29,2015-08-20,"Estimate",2017-04-28,2017-06-02,"Actual",2013-07-01,NA,2013-07-31,2017-04-01,2017-04-30,2014-08-01,"Actual",2014-08-31,2014-08-01,"Actual",2014-08-31,NA,"Interventional",NA,"Enrolled participants","Open-Label, Extension Study to Evaluate the Safety of Hydrocodone Bitartrate Extended-Release Tablets","A 6-Month, Open-Label, Extension Study to Evaluate the Safety of Hydrocodone Bitartrate Extended-Release Tablets (CEP-33237) at 15 to 90 mg Every 12 Hours for Relief of Moderate to Severe Pain in Patients With Chronic Low Back Pain Who Require Opioid Treatment for an Extended Period of Time","Completed",NA,"Phase 3",182,"Actual","Teva Pharmaceutical Industries",NA,1,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 12:01:53,2020-07-01 12:01:53,"United States",0,2013,"North America",4914076,"
      This is a 6-month, nonrandomized, open-label extension study to assess the long-term safety
      of hydrocodone bitartrate extended-release (ER) tablets in patients with moderate to severe
      chronic low back pain who require continuous opioid treatment for an extended period of time.

      To be eligible for Study 3104, patients were required to have completed the entire double
      blind treatment period on study drug (either placebo or hydrocodone bitartrate ER tablets)
      through week 12 of Study 3103 (NCT01789970) and to have met the entry criteria for Study
      3104.
","Industry","Industry","Phase 3","Late Phase","0","1","yes","After",182,"small",0.135582608695652,"PROPRIETARY","Non-Government",24.1432945749265,9418.5737704918,23.4750561995428,87.7576335764625,22.9605743198539,92.2488767121349,85.521651829429,89.4327868852459,10.5672131147541,43964.4098360656,"Alabama,Alabama,Alabama,Arizona,Arizona,Arizona,California,California,California,California,California,California,California,California,California,California,California,California,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Georgia,Georgia,Georgia,Georgia,Idaho,Idaho,Illinois,Indiana,Louisiana,Louisiana,Massachusetts,Michigan,Mississippi,Missouri,Missouri,Nebraska,Nevada,New Jersey,New York,New York,North Carolina,Oklahoma,Pennsylvania,Pennsylvania,Pennsylvania,Texas,Texas,Texas,Texas,Texas,Texas,Texas,Utah,Washington,Washington","278,278,278,60,60,60,808,808,808,808,808,808,808,808,808,808,808,808,620,620,620,620,620,620,620,620,542,542,542,542,1,1,532,144,341,341,45,277,208,318,318,33,80,243,292,292,264,140,308,308,308,624,624,624,624,624,624,624,14,79,79",445.44262295082,39.0606557377049,23.1068965517241,10.8741379310345,7290136.13114754,63.5872950819672,13.1213114754098,NA,0.565245901639344,"Mixed","3","2","2","2","2","2","2","1","2","1","0","2","2","1","2","1","3","2",87.0244062503312,77.2184342161058,85.2948803278689,19.9632770491803,52.772131147541,64.1147540983606,6920802.1147541,83.4508196721311,52829.7704918033,29.4655172413793,1839647.55737705,15.616393442623,9.785561778702,"2","2","1","2","1","1","2","0","2","3","2","3","2"
"751","NCT01924182",1574,"ClinicalTrials.gov processed this data on June 30, 2020",2013-08-13,2015-12-21,NA,2018-02-28,2013-08-13,2013-08-16,"Estimate",2016-02-09,2016-03-07,"Estimate",NA,NA,NA,2018-02-28,2018-03-29,"Actual",2013-10-01,NA,2013-10-31,2018-02-01,2018-02-28,2015-07-01,"Actual",2015-07-31,2015-07-01,"Actual",2015-07-31,NA,"Interventional","CONVERT-TDD",NA,"Intrathecal Morphine Compared to Conventional Medical Management for Pain Control and Opioid-related Side Effects","Post-market Study Evaluating a Treatment Conversion to Low Dose Intrathecal Morphine From Conventional Medical Management for Maintenance of Pain Control and Improvement of Opioid-related Side Effects. (CONVERT Targeted Drug Delivery [TDD])","Terminated",NA,"N/A",7,"Actual","MedtronicNeuro","Due to the small sample size (only 1 IT Group and 0 CMM Group participants completed the primary outcome assessment), statistical tests cannot be performed and conclusions cannot be made on any of the original study objectives.",2,NA,"Amendment changes were significant enough to warrant a new study.",FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,2020-07-01 12:01:31,2020-07-01 12:01:31,"United States",0,2013,"North America",4913966,"
      This study compares two different ways to treat pain. The two ways are:

        1. continuing to take current pain medication(s) or

        2. receiving morphine, a pain medication from a drug pump (a system to deliver drug to your
           body) that is implanted.

      None of the procedures or products used in this study are experimental. The length the study
      will be about 25 weeks (between 5Â½ to 6Â½ months). The purpose of this study is to compare
      pain and opioid side effects between people who get a drug pump and people who do not get a
      drug pump that will stay on their current pain medication treatment.
","Industry","Industry",NA,NA,"0","0","yes","After",3,"small",0.17824,"Mixed","Non-Government",15.2950131038741,10764.1666666667,21.191056655173,86.9674914829734,22.8601094015722,92.0907427731531,85.5025238264704,90.4166666666667,9.58333333333333,45011,"Alabama,California,California,Florida,North Carolina,Virginia","278,808,808,620,264,249",504.5,39.0166666666667,23.2666666666667,11.3,8166881.16666667,63.1666666666667,13.2333333333333,NA,0.591666666666667,"Mixed","0","2","3","1","3","1","2","1","2","1","1","2","3","1","2","1","3","3",86.842400359788,77.3316481291975,84.32665,19.8025666666667,51.4666666666667,63.8291666666667,7801480.16666667,84.0166666666667,54947.3333333333,32.1666666666667,2048172.66666667,14.6666666666667,10.1692756756955,"2","2","1","2","0","1","3","1","2","3","2","2","2"
"752","NCT01925469",1575,"ClinicalTrials.gov processed this data on June 30, 2020",2013-08-06,2013-12-17,NA,2017-03-17,2013-08-15,2013-08-19,"Estimate",2017-03-17,2017-04-28,"Actual",NA,NA,NA,2017-03-17,2017-04-28,"Actual",2011-12-01,NA,2011-12-31,2017-03-01,2017-03-31,2012-04-01,"Actual",2012-04-30,2012-04-01,"Actual",2012-04-30,NA,"Interventional",NA,NA,"Benzocaine Versus Placebo Spray for Pain Relief at Hysterosalpingogram","A Randomized Controlled Trial of Benzocaine Versus Placebo Spray for Pain Relief at Hysterosalpingogram","Completed",NA,"Phase 4",30,"Actual","University of Pennsylvania","Standard deviations were wider than anticipated.",2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 12:01:09,2020-07-01 12:01:09,"United States",1,2011,"North America",4913868,"
      The objective of this study is to assess the utility of benzocaine spray versus a placebo
      spray in alleviating pain during and after hysterosalpingogram (HSG).
","Other","Non-Industry","Phase 4","Late Phase","1","1","no","After",30,"small",0.1118,"PROPRIETARY","Non-Government",32.0949840909979,7528,19.0143552083333,87.6412767997808,19.7744137726328,89.5830868305181,84.6781146518118,94.2,5.8,38560,"Pennsylvania","308",308,38.3,17.7,8.8,5732628,69.225,11.5,"1",0.53,"R","0","2","1","2","2","0","2","0","0","0","2","0","2","0","2","3","1","1",84.557306216484,75.4,88.7087,16.44,51.2,71.15,5587336,89.18957699,49910,17,1326494,12.6,12.1914636349471,"1","1","3","0","0","3","2","2","1","2","1","1","3"
"753","NCT01926119",1576,"ClinicalTrials.gov processed this data on June 30, 2020",2013-08-16,2015-11-17,NA,2017-03-30,2013-08-19,2013-08-20,"Estimate",2017-03-30,2017-05-10,"Actual",NA,NA,NA,2017-03-30,2017-05-10,"Actual",2013-07-01,NA,2013-07-31,2017-03-01,2017-03-31,2013-12-01,"Actual",2013-12-31,2013-12-01,"Actual",2013-12-31,NA,"Interventional",NA,NA,"TMS for CRPS - Pilot Study",NA,"Completed",NA,"N/A",4,"Actual","Stanford University",NA,1,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 12:01:01,2020-07-01 12:01:01,"United States",0,2013,"North America",4913818,"
      The purpose of this pilot study is to test whether Transcranial Magnetic Stimulation (TMS)
      may alleviate the symptoms of Complex Regional Pain Syndrome (CRPS). The investigators will
      test various methods of TMS in a small pilot study to investigate what methods may have
      clinical potential. This is a small pilot study to determine feasibility and signal to
      potentially inform future trials.
","Other","Non-Industry",NA,NA,"0","0","no","After",4,"small",0.0579,"PROPRIETARY","Non-Government",32.2629005307572,24202,23.5697690366972,91.0077629920693,26.9792857043831,94.3894915841073,88.9380928699132,92.3,7.7,51837,"California","808",808,38.7,24.2,11.1,14366336,54.825,12.5,NA,0.49,"D","0","2","0","2","3","2","3","3","3","3","1","3","3","2","3","0","2","0",89.7698557762244,81.7837732046313,88.5257,22.7538,47,54.3,13827794,82.8,60794,46,2167357,15.1,14.2617707647834,"3","3","3","2","0","0","3","0","3","3","3","2","3"
"754","NCT01928381",1579,"ClinicalTrials.gov processed this data on June 30, 2020",2013-08-21,2016-05-12,NA,2016-08-09,2013-08-21,2013-08-23,"Estimate",2016-08-09,2016-10-03,"Estimate",NA,NA,NA,2016-08-09,2016-10-03,"Estimate",2013-11-01,NA,2013-11-30,2016-08-01,2016-08-31,2015-05-01,"Actual",2015-05-31,2015-05-01,"Actual",2015-05-31,NA,"Interventional",NA,"Started Part 1","Safety, Tolerability and Preliminary Efficacy of AZD5213 in Combination With Pregabalin in Subjects With PDN and Good Pain Reporting Ability","A Randomized, Double-Blind, Placebo-Controlled Crossover Study to Evaluate the Preliminary Efficacy of AZD5213 in Combination With Pregabalin in Subjects With Painful Diabetic Neuropathy and Good Pain Reporting Ability","Completed",NA,"Phase 2",150,"Actual","AstraZeneca",NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 12:00:34,2020-07-01 12:00:34,"United States",0,2013,"North America",4913646,"
      This is a 2-part study. In Part 1 of the study, subjects will undergo a pain reporting
      training program in which a painful stimulus will be applied to the subject's hand, and the
      subjects will be asked to report how painful the stimulus is. Over the course of the pain
      training sessions, feedback will be provided to the subject about how accurately they are
      reporting their degree of pain, relative to the amount of pressure stimulus applied to evoke
      pain. Those subjects who have adequate pain reporting ability will be asked to continue into
      Part 2 of the study in which 3 different blinded study drugs will be administered to each
      subject, in a crossover design to compare whether or not the study drugs improve pain
      associated with diabetic neuropathy.
","Industry","Industry","Phase 2","Early Phase","0","1","yes","After",83,"small",0.17586,"PROPRIETARY","Non-Government",31.3363156146068,5769.33333333333,20.867777577862,86.3144494884892,24.0297977536755,91.7763524961911,85.847095310721,92.0333333333333,7.96666666666667,44425.3333333333,"Florida,Florida,Georgia,Massachusetts,Massachusetts,Massachusetts,North Carolina,Pennsylvania,Pennsylvania","620,620,542,45,45,45,264,308,308",310.777777777778,39,22.3555555555556,11.5777777777778,5413905.55555556,64.8833333333333,12.0444444444444,NA,0.493333333333333,"Mixed","2","2","3","2","1","1","1","2","1","2","1","2","2","1","2","1","2","0",87.1048013558151,78.8038665695645,83.1215777777778,19.9420555555556,54.2777777777778,66.9694444444444,5167465.55555556,88.3444444444444,54254.6666666667,19.6666666666667,1686453.44444444,13.5,9.7494746096667,"2","2","0","2","1","2","2","2","2","2","2","1","2"
"755","NCT01928849",1580,"ClinicalTrials.gov processed this data on June 30, 2020",2013-02-15,2018-09-26,NA,2018-11-28,2013-08-26,2013-08-27,"Estimate",2018-09-26,2018-10-25,"Actual",NA,NA,NA,2018-11-28,2018-12-19,"Actual",2013-12-01,NA,2013-12-31,2018-11-01,2018-11-30,2017-09-26,"Actual",2017-09-26,2017-09-26,"Actual",2017-09-26,NA,"Interventional",NA,NA,"Valproic Acid for the Prevention of Post-Amputation Pain","Regional Anesthesia and Valproate Sodium for the Prevention of Chronic Post-Amputation Pain","Completed",NA,"Phase 2",128,"Actual","Duke University",NA,2,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 12:00:14,2020-07-01 12:00:14,"United States",1,2013,"North America",4913610,"
      The objectives of this study are, to test the effectiveness of Valproic Acid (VPA) in the
      prevention of chronic neuropathic and post-amputation pain, as well as to further define the
      underlying inflammatory and epigenetic mechanisms that lead to the development of such
      chronic pain.

      HYPOTHESES AND QUESTIONS

      Hypothesis 1: The use of oral valproic acid in combination with regional anesthesia in
      surgical limb-injury patients will decrease the incidence of chronic nerve injury and
      post-amputation pain.

      Goal 1: In a blinded, randomized placebo-controlled, multi-center clinical trial,
      investigators will determine if oral VPA added to regional anesthesia and standard
      perioperative management will reduce the incidence of nerve injury and post-amputation pain
      when compared with regional anesthesia alone.

      Hypothesis 2: The transition from acute to chronic pain is mediated via epigenetic mechanisms
      (differential DNA methylation) in genes involved in nociception.

      Goal 2: Investigators will analyze the DNA methylation patterns of patients with different
      types of neuropathic and post-amputation pain and determine if they are altered by VPA.
","Other","Non-Industry","Phase 2","Early Phase","1","1","yes","After",128,"small",0.25665,"GOVERNMENT","Government",13.9583778432764,3621,21.6754761875,88.3125145541513,25.7233376302153,92.1786374285512,86.023521882025,91.35,8.65,53345.5,"Maryland,North Carolina","269,264",266.5,38.7,24.95,12.5,3609129.5,66.9125,10.6,"0",0.595,"Mixed","2","2","3","1","1","1","2","3","2","2","1","3","1","2","1","2","0","3",87.5674144704789,78.3505355397216,85.85865,21.8598,58.15,67.1375,3416078,87.1,57845,21.5,1908832.5,12.6,9.61737201130678,"2","2","2","2","2","2","1","1","2","2","2","1","2"
"756","NCT01929031",1581,"ClinicalTrials.gov processed this data on June 30, 2020",2013-08-22,2015-02-18,NA,2016-09-27,2013-08-22,2013-08-27,"Estimate",2016-09-27,2016-11-16,"Estimate",NA,NA,NA,2016-09-27,2016-11-16,"Estimate",2013-08-01,NA,2013-08-31,2016-09-01,2016-09-30,2014-03-01,"Actual",2014-03-31,2014-03-01,"Actual",2014-03-31,NA,"Interventional",NA,"All treated patients","Efficacy and Safety of Ibuprofen and Caffeine in Dental Pain","A Single-centre, Double-blind, Randomised, Two-stage, Parallel-group Study to Assess the Efficacy and Safety of the Fixed Dose Combination of Ibuprofen 400 mg and Caffeine 100 mg Versus Ibuprofen 400 mg, Caffeine 100 mg and Placebo in Patients With Postoperative Dental Pain","Completed",NA,"Phase 3",562,"Actual","Boehringer Ingelheim",NA,6,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 12:00:07,2020-07-01 12:00:07,"United States",1,2013,"North America",4913596,"
      The primary objective of this study is to compare the efficacy of a combination product
      containing ibuprofen 400 mg and caffeine 100 mg versus either ingredient alone as well as
      placebo for the treatment of post-surgical dental pain over an eight-hour period followed by
      a single dose of study medication (study stage 1). A secondary objective is to evaluate
      efficacy of multiple doses of the combination in comparison to ibuprofen alone over a 5-day
      post-surgical period (study stage 2).
","Industry","Industry","Phase 3","Late Phase","1","1","no","After",562,"large",0.0119,"PROPRIETARY","Non-Government",15.8792544036682,1574,23.1071315789474,88.5118676712174,22.4551067807172,96.2726626555477,90.2608895874421,90.3,9.7,41752,"Utah","14",14,39.6,NA,NA,1133521,71.825,7.9,NA,0.64,"R","3","2","0","1","0","2","2","1","3","3","1","1","0",NA,"0","3","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","NCT01931865",1583,"ClinicalTrials.gov processed this data on June 30, 2020",2013-08-26,2015-08-31,NA,2015-12-30,2013-08-28,2013-08-29,"Estimate",2015-12-30,2015-12-31,"Estimate",NA,NA,NA,2015-12-30,2015-12-31,"Estimate",2012-09-01,NA,2012-09-30,2015-12-01,2015-12-31,2015-07-01,"Actual",2015-07-31,2015-06-01,"Actual",2015-06-30,NA,"Interventional",NA,NA,"IncobotulinumtoxinA for Treatment of Focal Cancer Pain After Surgery and/or Radiation","IncobotulinumtoxinA for Treatment of Focal Cancer Pain After Surgery and/or Radiation","Terminated",NA,"Phase 2",12,"Actual","Yale University","Open study, small number of patients",1,NA,"lost the recruiting source- no recruitment for the past 18months, PI moving",FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 11:59:19,2020-07-01 11:59:19,"United States",0,2012,"North America",4913380,"
      The purpose of this research study is to investigate the safety and effectiveness of
      botulinum toxin A (Xeomin) Â® injections in patients who suffer from focal pain in areas of
      radiation and/or surgery as a result of cancer treatment. Our hypothesis is that injection of
      incobotulinum toxin A into an area of local pain, at or around the area of a
      post-surgical/post radiation scar, relieves the focal cancer pain.
","Other","Non-Industry","Phase 2","Early Phase","0","0","no","After",12,"small",0.1072,"PROPRIETARY","Non-Government",11.3292436232018,1475,22.4784368421053,88.0308410862301,22.9153127921748,92.3056381781412,87.3243851803261,94.1,5.9,49000,"Connecticut","41",41,37.4,38.1,43.2,1524992,64.25,9.9,"0",0.43,"D","0","2","1","1","0","1","2","1","2","2","2","2","0","3","0","1","0","0",88.3766067526777,75.6,89.893,20.6321,57.1,68.825,1494237,91.944594609,64247,1,339063,10.3,10.6706250487306,"2","2","3","2","2","2","0","3","3","0","0","0","2"
"758","NCT01933399",1586,"ClinicalTrials.gov processed this data on June 30, 2020",2013-06-24,2015-02-20,NA,2015-04-13,2013-08-28,2013-09-02,"Estimate",2015-04-13,2015-04-30,"Estimate",NA,NA,NA,2015-04-13,2015-04-30,"Estimate",2007-09-01,NA,2007-09-30,2015-04-01,2015-04-30,2013-12-01,"Actual",2013-12-31,2013-12-01,"Actual",2013-12-31,NA,"Interventional","LSO LBP",NA,"Comparison of Extensible and Inextensible Lumbosacral Orthoses for Lower Back Pain","Comparison of Inextensible and Extensible Lumbosacral Orthoses for the Management of Episodes of Lower Back Pain","Completed",NA,"N/A",98,"Actual","Medical University of South Carolina",NA,3,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 11:59:02,2020-07-01 11:59:02,"United States",1,2007,"North America",4913262,"
      This study is designed to discern if the use of a lumbosacral orthesis (LSO, also call a back
      support) improves the short-term outcome of lower back pain. participants will receive
      standard care (physical therapy, physician treatment), with one group also receiving an
      extensible LSO, and another group receiving an inextensible LSO. The inextensible LSO has
      been shown to increase stiffness of the trunk in individuals while wearing it. The hypothesis
      is that the group wearing the inextensible LSO will have improved outcomes over the other two
      groups (standard care or standard care plus the extensible LSO).
","Other","Non-Industry",NA,NA,"1","1","no","Before",98,"small",0.2677,"GOVERNMENT","Government",2.07178861578112,771,23.7987641025641,83.452185294448,15.5590626626048,90.4946478160247,81.7905931437688,89.2,10.8,35092,"South Carolina","229",229,39,23.8,11.1,2351286,72.575,14.1,"0",0.7,"R","2","1","3","0","0","2","0","0","0","0","0","0","1","1","0","3","3","3",76.1,59.5,84.2453,15.6606,57.8,74.075,459420,84.0662404083938,44213,7,1294689,14.1,6.67607176575867,"0","0","1","0","2","3","0","1","0","0","1","2","0"
"759","NCT01938092",1587,"ClinicalTrials.gov processed this data on June 30, 2020",2013-08-30,NA,NA,2017-07-25,2013-09-04,2013-09-10,"Estimate",NA,NA,NA,NA,NA,NA,2017-07-25,2017-07-26,"Actual",2013-09-01,"Actual",2013-09-30,2017-07-01,2017-07-31,2017-07-01,"Actual",2017-07-31,2017-03-01,"Actual",2017-03-31,NA,"Interventional",NA,NA,"Vaginal Diazepam for the Treatment of Female Pelvic Pain","Intravaginal Diazepam for the Treatment of Pelvic Pain Among Women With Pelvic Floor Hypertonic Disorder: a Double Blind, Randomized, Placebo Controlled Trial","Completed",NA,"Phase 2",50,"Actual","University of Missouri-Columbia",NA,2,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-07-01 11:58:03,2020-07-01 11:58:03,"United States",0,2013,"North America",4912906,"
      To determine the efficacy of intravaginal diazepam for the treatment of pelvic pain
      associated with pelvic floor hypertonic disorder.
","Other","Non-Industry","Phase 2","Early Phase","0","0","no","After",49,"small",0.1149,"GOVERNMENT","Government",9.34495529008618,2240,16.3708844444444,86.5721280636538,19.1841207549887,90.5094580547174,83.2023371089981,90,10,37179,"Missouri","318",318,40.3,20.9,8.9,2819383,69.05,11.9,"0",0.6,"R","1","2","1","0","0","0","1","0","0","0","1","0","2","0","0","3","2","3",85.5301614499028,74.2014166617176,85.7808,15.8469,53.4,71.325,2735758,87,46303,13,686360,17.5,6.97619334002276,"1","1","2","0","1","3","1","1","0","1","0","3","0"
