"","nct_id","...1","study_type","phase","start_date","completion_date","official_title","enrollment","agency_class","classification","White_percent","Black_percent","POC_percent","Black_POC_percent","female_percent","total_sex","start_year","end_year","years_passed","countries","vi","Countries_name","funding","start_year_binary","id","name","drugs","opioids","N_total","White_N","Black_N","POC_N","Black_POC_N","phase_binary","pain_type","special_population","Black_percent_2","multiple_locations","Location_Black_Percent","Location_Black_N","Nature","kids_2","Nature_2","female_2","veterans_2","Mean_Trips","Mean_Vehicles","Mean_Cost","Mean_Black_highschool","Mean_Black_bachelor","Mean_Computer","Mean_Internet","Mean_insurance","Mean_uninsured","Black_diff","Median_Black_Income","state","body_count","Mean_body_count","Mean_hours_work_Black","Mean_weeks_unemployed_black_2","Median_weeks_unemployed_black_2","Mean_housing_units","Mean_homeowner_rates","Mean_poverty_rates","bi_year","diverse_index","Mean_Religious","State_politics","N_binary","Mean_total_bachelor","acute_2","chronic_2","cancer_2","N_total_quartile","start_year_quartile","Location_Black_Percent_quartile","Mean_Trips_quartile","Mean_Vehicles_quartile","Mean_Cost_quartile","Mean_Black_highschool_quartile","Mean_Black_bachelor_quartile","Mean_Computer_quartile","Mean_Internet_quartile","Mean_insurance_quartile","Median_Black_Income_quartile","Mean_body_count_quartile","Mean_weeks_unemployed_black_2_quartile","Mean_housing_units_quartile","Mean_homeowner_rates_quartile","Mean_poverty_rates_quartile","Mean_Religious_quartile","Mean_Computer_Overtime","Mean_Internet_Overtime","Mean_Highschool_Overtime","Mean_Bachelor_Overtime","Mean_Employment_Overtime","Mean_Homeownership_Overtime","Mean_Housing_Overtime","Mean_Insurance_Overtime","Mean_MedianIncome_Overtime","Mean_body_Overtime","Mean_Population_Overtime","Mean_Poverty_Overtime","Mean_Transport_Overtime","Mean_Computer_Overtime_quartile","Mean_Internet_Overtime_quartile","Mean_Highschool_Overtime_quartile","Mean_Bachelor_Overtime_quartile","Mean_Employment_Overtime_quartile","Mean_Homeownership_Overtime_quartile","Mean_Housing_Overtime_quartile","Mean_Insurance_Overtime_quartile","Mean_MedianIncome_Overtime_quartile","Mean_body_Overtime_quartile","Mean_Population_Overtime_quartile","Mean_Poverty_Overtime_quartile","Mean_Transport_Overtime_quartile","elderly_2","Mean_Total_Population_Overtime","special_population_2"
"216","NCT01846221",289,"Interventional","Phase 4",2014-07-15,2017-01-20,"Comparison of Fentanyl-bupivacaine and Clonidine-bupivacaine for Breakthrough Pain in Advanced Labor in Patients With Continuous Epidural Analgesia",101,"Other","United States",59,27,14,41,100,98,2014,2017,3,"North America",0,"United States","Non-Industry","After 2013",4919908,"Clonidine, Fentanyl",1,"Opioids",98,58,26,14,40,"Late Phase","acute","female",26.530612244898,"no",0.1566,3065470,"PROPRIETARY","non-kids","Non-Government","female","non-veterans",202.884364842149,20351,24.2147890625,84.6531632829577,24.9827276206052,91.0321739581328,85.5337589965215,94.8,5.2,"1",48557,"New York","292",292,38.4,37,17.8,8404381,52,11.8,"After","0",0.46,"D","small",37.275328091991,"acute","non-chronic","non-cancer","2","2","2","3","3","3","0","2","0","1","3","2","1","3","2","0","1","0",86.4281733903204,78.0899267054675,83.3533,23.3889,53.8,52.925,8219287,91.3,54310,15,2850956,14,6.33298278377812,"2","2","0","3","1","0","3","3","2","1","3","2","0","non-elderly",14.4379784553272,"female"
"217","NCT01847885",NA,"Interventional","N/A",2013-04-30,2016-11-14,"A Randomized, Double-Blinded, Placebo-Control Multicenter Pivotal Study of the Smartpatch Peripheral Nerve Stimulation (PNS) System for the Treatment of Chronic Post-Stroke Shoulder Pain",88,"Industry",NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,"North America",NA,"United States","Industry",NA,4919782,NA,NA,"Non-opioids",43,26,11,6,17,NA,"acute",NA,25.5813953488372,"yes",0.15434,1944178,"Mixed","non-kids","Non-Government","non-female","non-veterans",61.8522287061172,9291.4,22.0851776037376,86.2669466222401,22.2909313535686,91.4839925015884,85.5634019618822,92.32,7.68,"1",42528.6,"Illinois,New Jersey,New York,North Carolina,Ohio","532,243,292,264,368",339.8,38.62,30.2,12.88,5483014.2,63.085,11.74,"After",NA,0.55,"Mixed","small",34.7492569210282,"acute","non-chronic","non-cancer","1","2","2","3","2","1","1","1","1","2","2","1","2","3","2","1","1","2",86.3222480384913,77.7889089180508,84.04108,19.49486,52.14,64.08,5332398,87.36,52948.4,19.8,1850267.4,14.08,7.02572434891652,"2","2","1","2","1","1","2","1","2","2","2","2","1","non-elderly",14.8815727315152,"general"
"218","NCT01861587",291,"Interventional",NA,2014-10-31,2014-10-31,"Evaluation of the Effectiveness of tDCS in the Management of Perioperative Pain",27,"Other","United States",85,15,0,15,63,27,2014,2014,0,"North America",0,"United States","Non-Industry","After 2013",4918739,"tDCS",0,"Non-opioids",27,23,4,0,4,NA,"acute",NA,14.8148148148148,"no",0.2677,1344140,"GOVERNMENT","non-kids","Government","non-female","non-veterans",2.07178861578112,771,23.7987641025641,83.452185294448,15.5590626626048,90.4946478160247,81.7905931437688,89.2,10.8,"0",35092,"South Carolina","229",229,39,23.8,11.1,2351286,72.575,14.1,"After","0",0.7,"R","small",28.2226091262223,"acute","non-chronic","non-cancer","0","2","3","0","0","2","0","0","0","0","0","0","1","1","0","3","3","3",83.3964736178037,70.2770205967591,79.8226,14.7453,52,72.975,2201469,86.4,44929,7,1311369,16.5,6.67607176575867,"1","1","0","0","0","3","0","1","0","0","1","3","0","non-elderly",27.1365521899513,"general"
"219","NCT01868633",NA,"Interventional","Phase 4",2013-03-31,2015-05-31,"The Effect of a Single Intraoperative Dose of Dexamethasone in Combination With Intrathecal Morphine for Post Cesarean Delivery Analgesia",52,"Other",NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,"North America",NA,"United States","Non-Industry",NA,4918202,NA,NA,"Non-opioids",52,48,4,NA,4,"Late Phase","acute",NA,7.69230769230769,"no",0.0371,116359,"GOVERNMENT","non-kids","Government","non-female","non-veterans",7.53602122624231,1756,15.11095,81.5007807726254,12.0289904270487,90.1524048544294,84.0797146086398,95,5,"1",32139,"Iowa","34",34,38.1,NA,NA,NA,69.525,9.2,"After","1",0.55,"R","small",28.6266618238787,"acute","non-chronic","non-cancer","1","2","0","0","0","0","0","0","0","0","3","0","0",NA,NA,"3","0","2",85.4579609796303,75.7108862245299,85.2463,17.9807,57,69.825,1356423,91.9,60156,2,100538,13.2,6.7023965919847,"1","2","1","1","2","3","0","3","3","0","0","1","0","non-elderly",3.25321898411088,"general"
"220","NCT01872910",292,"Interventional","Phase 2",2013-06-30,2013-10-31,"Evaluation of the Acute Analgesic Efficacy of a Single Dose of LY3023703 in Patients With Postsurgical Dental Pain: A Parallel, Double-Blind, Randomized, Placebo and Positive Control Study",124,"Industry","United States",81,2,17,19,60,124,2013,2013,0,"North America",0,"United States","Industry","Earlier 2013",4917874,"Placebo, LY3023703, Celecoxib",1,"Non-opioids",124,101,3,20,23,"Early Phase","acute",NA,2.41935483870968,"no",0.1213,3428210,NA,"non-kids",NA,"non-female","non-veterans",10.0313270985708,10375,25.6830383233533,89.9678371268443,25.1026878645774,92.4704183608953,84.7096193249626,81.6,18.4,"0",46572,"Texas","624",624,40.1,26.5,9.3,11283353,62.425,13.7,"After",NA,0.64,"R","small",30.2773131098502,"acute","non-chronic","non-cancer","2","2","1","1","2","3","3","2","2","0","0","2","3","3","3","0","3","3",86.6667409655243,74.7460411976551,87.7181,22.2968,59,63.25,10298263,77.9,51406,49,3068699,16.9,9.43231929885351,"2","1","2","2","3","1","3","0","1","3","3","3","2","non-elderly",11.6026792454214,"general"
"221","NCT01878006",NA,"Interventional","Phase 2",2013-06-13,2017-04-27,"OPRM1 A118G SNP Effect on Striatal Dopamine Response to an IV Opiate",15,"NIH",NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,"North America",NA,"United States","Non-Industry",NA,4917488,NA,NA,"Opioids",10,7,2,1,3,"Early Phase","acute",NA,20,"no",0.2989,1799090,"GOVERNMENT","non-kids","Government","non-female","non-veterans",21.0582330511643,3310,23.724418,89.9765779286483,30.0221976041811,93.2427230557547,88.3305797953642,94,6,"0",67583,"Maryland","269",269,38.9,24.4,12.4,2470316,68.775,7.1,"After","1",0.54,"D","small",40.7376904453232,"acute","non-chronic","non-cancer","0","2","3","2","0","2","3","3","3","3","2","3","1","2","0","3","0","1",90.0748550352328,82.242189074737,88.5777,25.4838,61.2,66.9,2404438,89.8,69353,23,1727400,10.5,10.8327699960329,"3","3","3","3","3","2","1","2","3","2","2","0","2","non-elderly",29.1356753644152,"general"
"222","NCT01883895",NA,"Interventional","N/A",2013-06-30,2014-05-31,"Exercise-induced Hypoalgesia After Comparative Forms of Anaerobic Training in Healthy Adults",34,"Other",NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,"North America",NA,"United States","Non-Industry",NA,4917038,NA,NA,"Non-opioids",32,24,1,7,8,NA,"acute",NA,3.125,"no",0.0641,371200,"GOVERNMENT","non-kids","Government","non-female","non-veterans",9.88562303133289,2838,15.7519324561403,85.1892391178848,15.7958665281145,90.5308388031348,85.0334933555034,94.3,5.7,"0",31351,"Wisconsin","96",96,38.4,19,8.2,2725296,66.1,9.5,"After","1",0.45,"R","small",30.1959597752958,"acute","non-chronic","non-cancer","0","2","0","0","0","0","0","0","0","1","3","0","0","0","0","2","0","0",86.2985410000457,77.8766338411077,78.7659,12.7665,53.3,68.5,2647111,90.9,51726,7,351135,13.5,5.85443389695935,"2","2","0","0","1","2","1","2","1","0","0","1","0","non-elderly",6.11444451429142,"general"
"223","NCT01890642",295,"Interventional",NA,2013-07-31,2013-08-31,"Use Of The Needle Free Jet-Injection System With Buffered Lidocaine (J-Tip) For The Treatment Of Pain During Venipuncture For Blood Draws In Young Children",205,"Other","United States",54,19,27,46,40,205,2013,2013,0,"North America",0,"United States","Non-Industry","Earlier 2013",4916520,"J tip, Pain Ease Spray, 1% buffered lidocaine, placebo cooling spray (normal saline spray), Sucrose",1,"Non-opioids",205,110,38,57,95,NA,"acute","kids",18.5365853658537,"no",0.0641,371200,"PROPRIETARY","kids","Non-Government","non-female","non-veterans",9.88562303133289,2838,15.7519324561403,85.1892391178848,15.7958665281145,90.5308388031348,85.0334933555034,94.3,5.7,"1",31351,"Wisconsin","96",96,38.4,19,8.2,2725296,66.1,9.5,"After","0",0.45,"R","small",30.1959597752958,"acute","non-chronic","non-cancer","2","2","0","0","0","0","0","0","0","1","3","0","0","0","0","2","0","0",86.2985410000457,77.8766338411077,78.7659,12.7665,53.3,68.5,2647111,90.9,51726,7,351135,13.5,5.85443389695935,"2","2","0","0","1","2","1","2","1","0","0","1","0","non-elderly",6.11444451429142,"kids"
"224","NCT01892709",296,"Interventional","Phase 4",2013-06-30,2014-04-30,"Efficacy of an Acute Pain Titration Protocol Driven by Patient Response to a Simple Query: Do You Want More Pain Medication?",215,"Other","United States",10,21,69,90,59,207,2013,2014,1,"North America",0,"United States","Non-Industry","Earlier 2013",4916362,"Hydromorphone",1,"Opioids",207,20,44,143,187,"Late Phase","acute",NA,21.256038647343,"no",0.1566,3065470,"NON-PROFIT","non-kids","Non-Government","non-female","non-veterans",202.884364842149,20351,24.2147890625,84.6531632829577,24.9827276206052,91.0321739581328,85.5337589965215,94.8,5.2,"1",48557,"New York","292",292,38.4,37,17.8,8404381,52,11.8,"After","1",0.46,"D","small",37.275328091991,"acute","non-chronic","non-cancer","2","2","2","3","3","3","0","2","0","1","3","2","1","3","2","0","1","0",86.4281733903204,78.0899267054675,82.6101,22.0535,51.9,53.025,8193686,89.3,49966,25,2831270,17.3,6.33298278377812,"2","2","0","2","0","0","3","2","1","2","3","3","0","non-elderly",14.4076723945655,"general"
"225","NCT01898013",297,"Interventional","Phase 2",2013-09-13,2017-04-03,"Neurosteroids as Novel Therapeutic Agents for Chronic Pain in OEF/OIF Veterans",94,"U.S. Fed","United States",60,34,6,40,11,94,2013,2017,4,"North America",0,"United States","Non-Industry","Earlier 2013",4915959,"Pregnenolone, Placebo",1,"Non-opioids",94,56,32,6,38,"Early Phase","chronic","veterans",34.0425531914894,"no",0.2144,2200760,"GOVERNMENT","non-kids","Government","non-female","veterans",6.85852263538856,3932,19.626534375,86.6484511796544,21.4244776562496,91.1145518013476,83.7164639686858,88.7,11.3,"1",39108,"North Carolina","264",264,38.5,25.5,12.6,4747943,65.05,14.1,"After","0",0.65,"R","small",31.8954262899941,"non-acute","chronic","non-cancer","2","2","3","0","1","0","1","1","1","0","0","1","1","2","1","1","3","3",85.059973905725,74.4588820047063,83.1396,18.2358,55.1,67.375,4427718,84.4,46337,20,2090265,14.7,8.40197402658067,"1","1","0","1","1","2","1","1","0","2","2","2","1","non-elderly",21.225144850864,"veterans"
"226","NCT01901393",298,"Interventional","Phase 4",2013-07-31,2014-08-31,"A Multicenter, Prospective, Randomized, Double-blind Study to Determine the Efficacy of Intravenous Ibuprofen Compared to Intravenous Ketorolac for Pain Control Following Arthroscopic Knee Surgery",100,"Industry","United States",92,7,1,8,39,100,2013,2014,1,"North America",0,"United States","Industry","Earlier 2013",4915702,"IV ibuprofen, Ketorolac",1,"Non-opioids",100,92,7,1,8,"Late Phase","acute",NA,7,"yes",0.201,1936107.5,"Mixed","non-kids","Non-Government","non-female","non-veterans",16.5029206091618,5830.5,21.9051266861203,84.2978255967442,19.0984777879786,90.4892406871098,83.0951692575077,89.95,10.05,"0",36036.75,"Florida,Illinois,Mississippi,Ohio","620,532,208,368",432,38.8,27.85,12,5408409.5,68.0125,14.275,"After","0",0.6,"Mixed","small",29.4796207013272,"acute","non-chronic","non-cancer","2","2","3","1","1","1","0","0","0","0","1","0","3","3","2","2","3","3",84.5584877006829,73.5217702064405,81.5057,16.751825,49.375,68.85625,5214267.25,84.8,46388.75,23.75,1834836.75,15.6,8.03968328845171,"1","1","0","0","0","2","2","1","0","2","2","3","1","non-elderly",19.7652454334066,"general"
"227","NCT01909076",299,"Interventional",NA,2014-01-31,2016-03-31,"Implementing Opioid Risk Reduction Strategies Into Primary Care Practice",53,"NIH",NA,52,36,12,48,47,NA,2014,2016,2,"North America",0,"United States","Non-Industry","After 2013",4915118,"Electronic decision support tools, Enhanced patient education materials, Nurse care management, Electronic Patient Registry, Academic detailing",0,"Non-opioids",985,512,361,112,473,NA,"chronic",NA,36.6497461928934,"no",0.0763,522357,"NON-PROFIT","non-kids","Non-Government","non-female","non-veterans",58.5333760063061,4954,20.3650436363636,86.6488909743447,30.2046212572762,92.5748748513401,88.2491152808066,97,3,"1",51842,"Massachusetts","45",45,39.3,23.6,13.5,2928732,61.325,9.8,"After","0",0.33,"D","large",44.4377437165865,"non-acute","chronic","non-cancer","3","2","0","3","1","0","1","3","2","3","3","3","0","1","0","0","0","0",89.3267181077153,83.3426629317023,83.8417,23.4728,54.8,63,2851556,96.7,63151,3,439433,13.6,9.2587366295912,"3","3","0","3","1","1","1","3","3","0","0","1","2","non-elderly",6.51455034298889,"general"
"228","NCT01918189",301,"Interventional",NA,2014-07-01,2018-12-31,"Development of an Internet-based Behavioral Pain Management Intervention",59,"U.S. Fed","United States",60,33,7,40,7,58,2014,2018,4,"North America",0,"United States","Non-Industry","After 2013",4914425,"behavioral pain self-management intervention Pain EASE",0,"Non-opioids",58,35,19,4,23,NA,"chronic","veterans",32.7586206896552,"no",0.1072,383416,"GOVERNMENT","non-kids","Government","non-female","veterans",11.3292436232018,1475,22.4784368421053,88.0308410862301,22.9153127921748,92.3056381781412,87.3243851803261,94.1,5.9,"1",49000,"Connecticut","41",41,37.4,38.1,43.2,1524992,64.25,9.9,"After","0",0.43,"D","small",39.6963200211786,"non-acute","chronic","non-cancer","1","2","1","1","0","1","2","2","2","2","2","3","0","3","0","1","0","0",88.3766067526777,82.1959300560243,86.774,22.9186,55.2,67.375,1502807,93.1,70161,2,349742,8.6,10.6706250487306,"2","3","2","2","1","2","0","3","3","0","0","0","2","non-elderly",9.72403137674025,"veterans"
"229","NCT01922739",NA,"Interventional","Phase 3",2013-07-31,2014-08-31,"A 6-Month, Open-Label, Extension Study to Evaluate the Safety of Hydrocodone Bitartrate Extended-Release Tablets (CEP-33237) at 15 to 90 mg Every 12 Hours for Relief of Moderate to Severe Pain in Patients With Chronic Low Back Pain Who Require Opioid Treatment for an Extended Period of Time",182,"Industry",NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,"North America",NA,"United States","Industry",NA,4914076,NA,NA,"Opioids",182,127,39,16,55,"Late Phase","chronic",NA,21.4285714285714,"yes",0.135582608695652,1326331.60869565,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",24.1432945749265,9418.5737704918,23.4750561995428,87.7576335764625,22.9605743198539,92.2488767121349,85.521651829429,89.4327868852459,10.5672131147541,"1",43964.4098360656,"Alabama,Alabama,Alabama,Arizona,Arizona,Arizona,California,California,California,California,California,California,California,California,California,California,California,California,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Florida,Georgia,Georgia,Georgia,Georgia,Idaho,Idaho,Illinois,Indiana,Louisiana,Louisiana,Massachusetts,Michigan,Mississippi,Missouri,Missouri,Nebraska,Nevada,New Jersey,New York,New York,North Carolina,Oklahoma,Pennsylvania,Pennsylvania,Pennsylvania,Texas,Texas,Texas,Texas,Texas,Texas,Texas,Utah,Washington,Washington","278,278,278,60,60,60,808,808,808,808,808,808,808,808,808,808,808,808,620,620,620,620,620,620,620,620,542,542,542,542,1,1,532,144,341,341,45,277,208,318,318,33,80,243,292,292,264,140,308,308,308,624,624,624,624,624,624,624,14,79,79",445.44262295082,39.0606557377049,23.1068965517241,10.8741379310345,7290136.13114754,63.5872950819672,13.1213114754098,"After",NA,0.565245901639344,"Mixed","small",31.4302811560098,"non-acute","chronic","non-cancer","2","2","2","2","2","2","2","2","2","1","0","2","3","1","2","1","3","2",87.0244062503312,77.2184342161058,85.2948803278689,19.9632770491803,52.772131147541,64.1147540983606,6920802.1147541,83.4508196721311,52829.7704918033,29.4655172413793,1839647.55737705,15.616393442623,9.785561778702,"2","2","1","2","1","1","2","0","2","3","2","3","2","non-elderly",12.7443542793466,"general"
"230","NCT01925469",302,"Interventional","Phase 4",2011-12-31,2012-04-30,"A Randomized Controlled Trial of Benzocaine Versus Placebo Spray for Pain Relief at Hysterosalpingogram",30,"Other","United States",47,37,16,53,100,30,2011,2012,1,"North America",0,"United States","Non-Industry","Earlier 2013",4913868,"Benzocaine, Saline spray",1,"Non-opioids",30,14,11,5,16,"Late Phase","acute","female",36.6666666666667,"no",0.1118,1430660,"PROPRIETARY","non-kids","Non-Government","female","non-veterans",32.0949840909979,7528,19.0143552083333,87.6412767997808,19.7744137726328,89.5830868305181,84.6781146518118,94.2,5.8,"1",38560,"Pennsylvania","308",308,38.3,17.7,8.8,5732628,69.225,11.5,"After","1",0.53,"R","small",31.8196178223866,"acute","non-chronic","non-cancer","0","2","1","2","2","0","2","0","0","0","3","0","2","0","2","3","1","1",84.557306216484,75.4,88.7087,16.44,51.2,71.15,5587336,89.18957699,49910,17,1326494,12.6,12.1914636349471,"1","1","3","0","0","3","2","2","1","2","1","1","3","non-elderly",10.4096827045302,"female"
"231","NCT01928381",NA,"Interventional","Phase 2",2013-11-30,2015-05-31,"A Randomized, Double-Blind, Placebo-Controlled Crossover Study to Evaluate the Preliminary Efficacy of AZD5213 in Combination With Pregabalin in Subjects With Painful Diabetic Neuropathy and Good Pain Reporting Ability",150,"Industry",NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,"North America",NA,"United States","Industry",NA,4913646,NA,NA,"Non-opioids",83,43,35,5,40,"Early Phase","chronic",NA,42.1686746987952,"yes",0.17586,2160365.4,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",31.3363156146068,5769.33333333333,20.867777577862,86.3144494884892,24.0297977536755,91.7763524961911,85.847095310721,92.0333333333333,7.96666666666667,"1",44425.3333333333,"Florida,Florida,Georgia,Massachusetts,Massachusetts,Massachusetts,North Carolina,Pennsylvania,Pennsylvania","620,620,542,45,45,45,264,308,308",310.777777777778,39,22.3555555555556,11.5777777777778,5413905.55555556,64.8833333333333,12.0444444444444,"After",NA,0.493333333333333,"Mixed","small",35.7527474471715,"non-acute","chronic","non-cancer","1","2","3","2","1","1","1","2","1","2","1","2","2","1","2","1","2","0",87.1048013558151,78.8038665695645,83.1215777777778,19.9420555555556,54.2777777777778,66.9694444444444,5167465.55555556,88.3444444444444,54254.6666666667,19.6666666666667,1686453.44444444,13.5,9.7494746096667,"2","2","0","2","1","2","2","2","2","2","2","1","2","non-elderly",13.6785535412239,"general"
"232","NCT01928849",303,"Interventional","Phase 2",2013-12-31,2017-09-26,"Regional Anesthesia and Valproate Sodium for the Prevention of Chronic Post-Amputation Pain",128,"Other","United States",77,21,2,23,17,256,2013,2017,4,"North America",0,"United States","Non-Industry","Earlier 2013",4913610,"Valproic Acid, Cherry Syrup",1,"Non-opioids",128,98,27,3,30,"Early Phase","chronic","veterans",21.09375,"yes",0.25665,1999925,"GOVERNMENT","non-kids","Government","non-female","veterans",13.9583778432764,3621,21.6754761875,88.3125145541513,25.7233376302153,92.1786374285512,86.023521882025,91.35,8.65,"0",53345.5,"Maryland,North Carolina","269,264",266.5,38.7,24.95,12.5,3609129.5,66.9125,10.6,"After","0",0.595,"Mixed","small",36.3165583676587,"non-acute","chronic","non-cancer","2","2","3","1","1","1","2","3","2","2","1","3","1","2","1","2","0","2",87.5674144704789,78.3505355397216,85.85865,21.8598,58.15,67.1375,3416078,87.1,57845,21.5,1908832.5,12.6,9.61737201130678,"2","2","2","2","2","2","1","1","2","2","2","1","2","non-elderly",25.1804101076396,"veterans"
"233","NCT01933399",305,"Interventional",NA,2007-09-30,2013-12-31,"Comparison of Inextensible and Extensible Lumbosacral Orthoses for the Management of Episodes of Lower Back Pain",98,"Other","United States",27,73,0,73,61,98,2007,2013,6,"North America",0,"United States","Non-Industry","Earlier 2013",4913262,"Inextensible LSO (stiff back support), Extensible LSO, a back support that is flexible, Standard of Care",0,"Non-opioids",98,26,72,0,72,NA,"chronic",NA,73.469387755102,"no",0.2677,1344140,"GOVERNMENT","non-kids","Government","non-female","non-veterans",2.07178861578112,771,23.7987641025641,83.452185294448,15.5590626626048,90.4946478160247,81.7905931437688,89.2,10.8,"1",35092,"South Carolina","229",229,39,23.8,11.1,2351286,72.575,14.1,"Before","0",0.7,"R","small",28.2226091262223,"non-acute","chronic","non-cancer","2","1","3","0","0","2","0","0","0","0","0","0","1","1","0","3","3","3",76.1,59.5,84.2453,15.6606,57.8,74.075,459420,84.0662404083938,44213,7,1294689,14.1,6.67607176575867,"0","0","1","0","2","3","0","1","0","0","1","2","0","non-elderly",27.924975713455,"general"
"234","NCT01940744",307,"Interventional",NA,2013-10-31,2014-12-31,"The Investigation of a Prescriptively Prescribed Non-Thrust Manipulation Versus a Pragmatically Prescribed Non-Thrust Manipulation for Treatment of Individuals With Low Back Pain: A Randomized Controlled Trial",46,"Other",NA,96,2,2,4,66,NA,2013,2014,1,"North America",0,"United States","Non-Industry","Earlier 2013",4912705,"Prescriptive Mobilization, Pragmatic Mobilization",0,"Non-opioids",63,61,1,1,2,NA,"chronic",NA,1.58730158730159,"yes",0.0806,781274.5,"Mixed","non-kids","Non-Government","non-female","non-veterans",7.8347257580276,3590,22.2262757861635,84.0845789535229,15.7347116379342,90.4279198356586,84.5696320139267,93.9333333333333,6.06666666666667,"0",32818.3333333333,"Iowa,Ohio,Ohio","34,368,368",256.666666666667,38.4333333333333,19.3,7.3,5232869,68.625,11.6,"After","0",0.57,"R","small",28.7731794617234,"non-acute","chronic","non-cancer","1","2","0","0","1","1","0","0","0","0","2","0","1","0","1","3","1","2",85.5177915014579,76.3375188854677,83.7408333333333,16.0947,51.4666666666667,68.525,3885459,89.9666666666667,53884,12.6666666666667,958782.666666667,14.3333333333333,7.49538553707397,"1","2","0","0","0","2","1","2","2","1","1","2","1","non-elderly",9.08099567598916,"general"
"235","NCT01944098",308,"Interventional","Phase 3",2013-08-31,2014-09-30,"Systemic Intraoperative Lidocaine Infusion for Postoperative Pain Management in Obese Patients: A Randomized, Placebo-Controlled Pilot Study",20,"Other","United States",0,0,100,100,70,20,2013,2014,1,"North America",0,"United States","Non-Industry","Earlier 2013",4912447,"Lidocaine, Placebo",1,"Non-opioids",100,0,0,0,100,"Late Phase","acute",NA,0,"no",0.1607,3359030,"NON-PROFIT","non-kids","Non-Government","non-female","non-veterans",10.8520119990814,7664,22.4099354166667,83.6675053704509,20.0425132752181,93.1995588371443,85.4328926528048,86.8,13.2,"0",41702,"Florida","620",620,39.4,22.6,10.8,9673682,66.025,13.6,"After","0",0.54,"R","small",30.4516559104648,"acute","non-chronic","non-cancer","2","2","3","1","2","1","0","0","3","1","0","1","3","1","3","2","3","1",87.4857684869649,77.9851138742128,81.0207,17.1729,55.3,66.15,9100944,80,48532,41,3020029,14.8,10.0831815208954,"2","2","0","0","1","1","3","0","1","3","3","2","2","non-elderly",15.4454591297641,"general"
"236","NCT01951105",NA,"Interventional","Phase 4",2015-02-24,2017-09-25,"Corticostriatal Plasticity in the Transition to Chronic Pain: Effect of L-dopa",72,"Other",NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,"North America",NA,"United States","Non-Industry",NA,4911911,NA,NA,"Non-opioids",59,36,20,3,23,"Late Phase","acute",NA,33.8983050847458,"no",0.142,1813590,"PROPRIETARY","non-kids","Non-Government","non-female","non-veterans",45.6900602164346,10460,21.7419085106383,86.7042844980527,22.1034066712746,91.6393688615911,85.4066304066304,92.6,7.4,"1",38573,"Illinois","532",532,38.4,43,17.1,5388066,65.175,10.9,"After","0",0.51,"D","small",35.1771599850269,"acute","non-chronic","non-cancer","1","3","2","3","3","1","1","1","1","1","2","0","3","3","2","2","1","1",86.3859999962457,77.5670021126233,86.1599,20.0284,52.8,65.4,5333389,92.9,60413,17,1813447,10.9,6.03837995473793,"2","2","2","2","1","1","2","3","3","2","2","0","0","non-elderly",14.101459603989,"general"
"237","NCT01956279",310,"Interventional","Phase 2",2013-10-01,2018-10-10,"Complementary Neurosteroid Intervention in Gulf War Illnesses (GWVI)",170,"U.S. Fed","United States",42,56,2,58,12,170,2013,2018,5,"North America",0,"United States","Non-Industry","Earlier 2013",4911516,"Pregnenolone, Placebo",1,"Non-opioids",170,72,96,2,98,"Early Phase","chronic","veterans",56.4705882352941,"no",0.2144,2200760,"GOVERNMENT","non-kids","Government","non-female","veterans",6.85852263538856,3932,19.626534375,86.6484511796544,21.4244776562496,91.1145518013476,83.7164639686858,88.7,11.3,"1",39108,"North Carolina","264",264,38.5,25.5,12.6,4747943,65.05,14.1,"After","0",0.65,"R","small",31.8954262899941,"non-acute","chronic","non-cancer","2","2","3","0","1","0","1","1","1","0","0","1","1","2","1","1","3","3",85.059973905725,74.4588820047063,83.1396,18.2358,55.1,67.375,4427718,84.4,46337,20,2090265,14.7,8.40197402658067,"1","1","0","1","1","2","1","1","0","2","2","2","1","non-elderly",21.225144850864,"veterans"
